surname,g1,g2,dob,sex,age_group,cause_of_absence,Num_missing,age_first,age_last,missing_period,missing_per_year,clothes,coat_color1,coat_type,date_last_seen,date_located,dress_type,hand,hat_type,hat_color1,jewelry_type,missing_before,place_last_seen,pants_type,place_located,previously_found,shoes_type,shirt_type,skirt_type,young_offender,cyber_crime_type,demage_total,detail_count,district,down_time,durg_alcohol,drugs_total,family_violence,follow_up_count,founded,fraud_type,gang_involvement,gang_type,hate_crime_ind,how_method,location,location_code,loss_total,object_of_theft1,object_of_theft2,object_of_theft3,object_of_theft4,object_of_theft5,occ_date,occ_name,occ_time,occupancy_code,person_count,person_target,place_name,recovered_total,unident_count,vehicle_count,vehicle_target,vehicle_type,viclas_flag,violation_count,weapon_status,weapon_type,week_day,x_coordinate,y_coordinate,zone,caution,citizenship,build,complexion,country_of_birth,disability,drivers_license,employer,eye_color,facial_hair,facial_hair_color,gang_name,hair_color,hair_style,height,language,marital_status,occupation,race,weight
Nomlanga,12140,20108,"December 18th, 2015",0,10,04845199,8,4,16,47,29,09009,78700,99275,"June 12th, 2019","December 30th, 2018",73650,90187,26955,71361,99003,6,57161,XYJNQ,XWZHR,KZMRC,FHURH,RZLLT,UAXGR,AFYJE,LHETK,UPRVZ,IIOMV,GZEYO,PPXUU,MDQFK,TQSHH,AMEME,8,SYFJQ,HTEOG,JCFGM,KVNUZ,HMEBA,AAFTU,PDURV,BZVVF,QBROZ,PXZBL,TXMTK,VJOGY,JGQJK,DFRTU,ZEKHE,TKAGZ,CXWHK,JLIQE,SAJLP,CIOHY,YEPKI,QCNZJ,QDQUF,YITUZ,FZIJS,OIGFN,RUGEH,UXIHT,JRXMZ,OCWSU,XNHNZ,VHCTJ,ZPDZD,KEXAT,SATBR,DMHTV,OSUAV,NDCDW,MDKXH,TPJRQ,HIATU,SSGPH,FKRUA,VPHWZ,DIWOT,,NYXVZ,EKXIM,983,MAYKY,WCRYJ,HXZHS,JFXHJ,QMUKA
Rebecca,25962,69083,"April 3rd, 2019",1,10,19760430,9,0,17,38,26,65580,58890,44503,"May 5th, 2019","November 23rd, 2017",37589,44198,11688,18372,70841,4,63659,AUXBS,YEHOV,QPKNW,EKFJF,ZTTAI,OCQEW,OFHYX,LIOYW,BEJMR,XDOSJ,HIHSN,ZKRAW,HLNTX,MWAEY,EUFSO,5,EUIRI,WUZVI,QMAYG,WHQOQ,VAMUI,BLLDK,MPVYN,ENOHX,IUJZO,QJNUH,SQBWZ,KOBXE,TMICC,XRCDP,HKVME,IRANJ,SKBGE,MFMCX,TMOAU,OZROJ,DNQNC,JVAMY,QHTLF,RRZST,ZISUR,OGMMG,AFZMX,ZAFRY,FYLOY,CPLVO,BVGNR,ZRFIA,DUAVB,LMEEC,JCKGH,VLGRY,NHQSE,JDBJY,SMRKP,BLALO,CISCY,LHXHC,JXHOP,MKLPS,VIHPN,violet,CZPFN,KACLF,616,IELFW,HBLCN,WDPDE,UVDHL,XABMO
Ulysses,42320,14819,"January 23rd, 2015",1,9,62657777,20,0,19,42,48,06954,48354,91520,"April 21st, 2015","April 15th, 2018",25937,64601,78191,36000,46996,1,07564,GQVUK,GIAUW,PLBZJ,UUQDB,MUHVO,GZPAK,KMIRE,FBLQG,CKMLC,SYPRX,DGFFT,MPNPQ,ZWXMF,FYIRG,TPIKS,1,RRLRZ,AYASK,LFLHZ,MDMCR,IEVWW,VXSZR,CLZDI,IGNBQ,SKTRG,HCIER,FQSRD,JXBLK,VSDOO,VTXWJ,LDLSS,QSMNC,VIOGT,IMCOJ,YDVFB,XPUVY,IJYLD,NRMKF,NPEZT,QDFBL,DYHWI,OKXFS,PFWNE,NTUXL,WNGCG,ZEJTE,ZMTIK,YAEPL,HTWAL,MYDQB,XOXYN,DZSCI,UBTCR,XIKKT,YWQTY,YWCKC,CSYIJ,VMEUB,XKYHA,YMZPE,VCAHP,violet,XSEVV,DOMKM,799,MTNWW,JSWCS,WEZFS,CLTGN,OHQJC
Cora,44155,12689,"May 24th, 2015",1,7,22970705,42,2,16,37,43,77512,54441,65868,"January 10th, 2018","May 21st, 2017",09690,12650,57685,74840,34986,7,92073,TWFPD,XQESC,NSDTO,GNPIE,UIZEE,IORBE,AOBSG,NMDGC,WOATH,IYPBW,RFHHD,ONHXM,ZXXRV,FXCBM,NHPGU,5,COMNO,ZKLCC,KXUAU,TPXQO,BFFRZ,SLJJE,APJGY,VJSPR,ZFIVZ,UXEQB,PIMIM,AJCWI,IMWLX,SOCBG,PAORE,YQJDP,WSQAK,GOHZE,UJUMH,QKCOC,QOQBQ,RDERD,WOZHC,YVCUY,KKOMI,LIDXN,ZHIYK,IBPKR,NZITV,FYCEG,YGHXT,NFFCK,FFGRN,NPTPF,YDWEL,WXRYQ,GHKDO,WRHMO,CHFKY,FHEIU,QSFBH,MJDDQ,JABJH,XVMTN,SKRNV,violet,ANOBY,EEBZL,473,TSZUX,TSZUO,HYSIT,GMBFS,SZUHA
Armand,44759,11694,"March 19th, 2018",0,5,38057030,38,3,18,37,32,78364,15032,01508,"May 10th, 2018","May 22nd, 2016",04446,94894,41763,18599,00086,4,16566,BBLIS,ZJJSU,SDHAH,WCFSD,YEPWB,AOEGB,RRPOL,DFMWG,SRJPZ,FKGGU,YGJFQ,JNGNJ,PPUPH,XYCRZ,DOMOO,6,UJNQJ,BYTBR,FWQWP,RRAZE,JSCWF,YNYDT,YYCRU,OZRQK,IYFOR,HDPRQ,VAPTE,KNWBW,KYENW,KNUEF,AVSYK,VJWBT,TDDUK,TXTWP,EEEZS,OTBVG,LZLCI,ADGGG,NEART,WVCDT,YXRMA,SXWEV,CMZSF,USGCR,HKIIP,HTKZT,CQOGO,CVPKG,JKHRR,BBHXB,FSJXP,PQMSZ,DMVER,EXMBY,IVIPP,ZINUQ,EVWTW,PLNFJ,RKVVP,YOZSI,NCGAP,orange,EGBEN,UDQDR,609,SIXZP,IQSAX,XMEUQ,YAARO,QNHFU
Paki,05908,40238,"April 27th, 2019",1,6,16130843,42,2,16,31,17,04420,59138,34446,"May 15th, 2015","August 10th, 2015",14276,35432,40233,37052,31410,6,65585,NUJKJ,MNZAA,TYVIM,LSKYR,CUSHS,DTJLC,AHKUY,XZDHU,NTKCN,NHXUJ,JBGPF,YCUWS,KKMZH,OPMTC,BRNTP,1,THOUS,RAIHP,ZPKIE,BKIAJ,ASGJC,CGRDW,CLQBR,AAWBJ,EBNDR,CDFTS,PLZXD,PGJVW,ZRHOB,YQGCU,SIXMN,OGWCR,JKPKQ,WCBNR,SZUMK,ZCSVZ,MPWEW,SFZEG,CABSR,EWZRA,QBRPO,KCSFK,MTNIH,NPLBP,FFPON,PHGNP,GWLIR,WHMZW,EORLV,TLWIC,KZNSQ,IHNCY,PRRCU,CSMRK,XFMGC,YDDDC,EWTKK,LECIN,ELUEN,QWJUV,RXTQK,,VGVFI,VRDAM,556,HWHHU,AJMEE,BVRCE,PCVFH,YCERT
Henry,07040,59780,"February 11th, 2016",1,10,47719958,23,6,13,39,21,56174,01915,82098,"May 5th, 2015","February 8th, 2015",79597,06925,19443,40002,72336,6,96211,RQXHB,EQNLK,XKONC,MEFWU,XADXJ,NVCVH,JISUV,SNJRB,NMQSP,TNPQS,LTEVN,SNPOO,AFQHV,WQTWH,HBXCW,3,ZUKZI,RVLYY,RJFAL,RFLXN,ISVQF,VLHDA,XJBZU,UJHJE,UNAKC,IWPBX,FCNDO,PERJA,DLXZM,VOPNS,BBFJS,UXVZT,FGURT,JEUDY,VSXTW,MSXBE,KRDUK,BHZPB,SLGZX,DGZXW,EJFSX,GRKRP,YVIZL,EAXSM,IWZTM,GDQCL,LDUIW,YGUOF,LRMFC,ADDDV,IGXNQ,HVOZU,MDZGF,AJIEN,HISFD,UDLTE,AOUQV,BMSNR,YHSZD,QWGZV,MPWMC,test,ZKWSD,BTHUT,807,TRIFG,YABDQ,PMICE,OFURT,CVQIJ
Octavia,66854,48181,"December 19th, 2018",1,9,92335881,27,0,14,6,44,76505,23288,96686,"October 22nd, 2016","December 11th, 2015",29823,51152,80189,04019,74167,0,38591,QLHGM,GPXAP,MOBJF,MUQKO,SOZOV,BGVAU,HTMHF,RUQWA,BPTLY,LDFKX,ELIUR,SNKHR,FTRVS,NKEUE,GXCTI,0,IKBKE,DLZOY,NMDEV,GEAHL,KLPAQ,TAZHW,WOAOR,HFTTJ,HCEQE,NBRLP,XMTYD,FOJYL,FIBQP,JIDZY,WPQOB,EAYBF,XZJHJ,BQOWJ,FANZR,EZDUM,RVKKO,IXXOK,TKJYB,IHOAN,AVOPR,FBLKA,WLFFB,WUPZD,NOCME,YLSNL,OWFAV,FXQWR,HVEOW,JWOYE,KUAPU,PADIJ,NAARP,OXGRT,WNNHR,LNFLS,MSSDP,YKDRA,KRKYR,OZLZG,ORRPX,orange,IEOYF,USKZQ,891,EMLVN,FKVBB,OGMRA,QZTSN,ALAUK
Illiana,30590,30081,"July 5th, 2019",1,10,36966237,36,1,19,20,26,54613,58464,00480,"December 27th, 2016","December 26th, 2015",90121,19253,89937,30251,23038,2,89221,MCZEV,DNJMV,RCMLG,VIRKY,VDHKK,ARHDA,IVKAG,SHAWE,POMVS,TAJTZ,QFDGT,HTHNS,EQMSU,TJGQJ,KPAUO,3,HVQLV,NMAFB,BCELZ,XXPMU,QURFQ,OFUUV,YFPLT,UNXWH,YXJGH,MRAYT,STZZJ,DTZNB,CKVMP,ZOZVW,SWIQA,QFLXV,QPQQX,NBJQF,BTQWS,FJNSH,XQTXD,EMHBW,DVKBX,QUARQ,MZRHZ,HWAOG,CJBGD,PDEFU,EISEM,SWQQQ,HQCKN,OOHHP,JMYZI,MALTB,YPRAZ,OOAXE,MIQSF,GMCWK,ACCQM,UECKU,XMJUF,VDSXA,ONUOW,PNCUW,DXLZC,violet,TLDST,IQGHY,877,PSKBR,QOADH,UZKFG,VYJWO,MPUPD
Mannix,40755,90434,"January 8th, 2015",0,7,12766497,23,3,12,3,30,98790,72159,35477,"October 27th, 2018","April 17th, 2015",90236,61234,51984,36595,74526,1,92013,WDWIE,NQUMW,PNJJJ,JTIBY,HMVAQ,SPJZS,FSVII,MCYWV,UJREL,YNFUP,JJBGU,RQEZB,ISJFD,EGQVM,URVNB,3,BRHRT,FNJCZ,LSKVE,ULCFS,ZKMGA,AHALK,CTSYL,RPTFM,DKXIG,DYMHI,PTMRF,UMQZU,KGEHA,ZNDGN,GRVBQ,VMNXP,TGOJY,WMMHZ,EUPKZ,BCFWB,BXRWB,PUZWO,YXZVO,LGSNA,QUEMR,LGQWX,BJVDR,QUYOJ,EGZAM,PGRKM,FSOMB,EWFYK,KSRUU,GZQQX,BICWP,XLJNH,SAYYC,JTRCP,KKWVX,TNDZP,JNIKP,HSQPY,URORG,QNUGW,OTOIQ,test,JDZEA,NJBXT,379,TQTNL,BPRKK,LJHUT,UICST,YXBGX
Margaret,12001,70302,"February 14th, 2016",1,8,34827989,7,8,16,44,6,34154,69001,78622,"February 23rd, 2015","September 14th, 2017",17747,07253,46856,51604,76437,5,16808,HKYNP,TXXJJ,XIYJK,YLWYX,SDUYZ,AEFFX,AAYEJ,WUZFY,PIPFW,KRAFC,GIDKS,MHZRZ,HZNLN,IPTIX,KGUFE,9,AGXFL,GBEJW,FRXKB,LZKOX,PCBYO,WKJLW,YIEJM,IMFIB,KPTSI,MVZTD,DXVIC,OVFBP,EZQXL,YNDEX,HSXDH,QZSQQ,MMWFS,SCXMO,CCUEC,BFYHV,ERZLX,DOUZQ,XFQSY,BIOEM,LWVWH,GHOBB,IOCPG,JOKAM,YAHFC,GRMXQ,CTDAZ,NQURN,BYCVV,MYQUX,UMBPO,VWJZM,GSCKT,CPXQW,CVZRH,NZBEU,KLAID,GMSDN,ELMNY,KQKLO,KYWUP,test,TYAYX,AAYCB,962,QMXDR,VAXUR,HKCCC,ZLYSL,WZHXF
Maxine,11692,78438,"July 30th, 2015",0,6,46935634,39,1,11,34,10,61240,67944,48167,"January 29th, 2017","December 7th, 2017",51875,38152,36446,82121,78326,9,88522,FDFSL,GJEYP,TDVNA,JSOHB,KBFVX,QABZA,YYMWX,KDZMW,OUYMZ,EVTTT,YBGYI,DOYSD,NYWKO,MPQMC,XUYZM,7,GFTEN,HSYCR,QCGHN,PLXGP,HISIL,EFAVU,XPSEJ,BUTME,SIKQK,CLTIL,UORVG,JHDIC,HJKED,QPWTT,RKGAF,OVSYS,LCRVO,YAPZX,BXJOT,MWPDS,UTFBU,FPKIR,RCWTA,JEMPH,RXTGO,ZTRVL,DLRVQ,KNPVH,JJKDN,AVQDB,DFXDX,LBPVU,QMMFV,RWBXS,EIKOT,XCEHG,PHVDT,RDBWZ,NIJTO,CLRDI,OVBCY,HOQUA,QXJHW,INRZM,GPWLF,test,KPZLL,EWCVV,355,JBVPG,CGXKZ,JWVZW,SVWZC,NUPBL
Brady,49003,08440,"July 7th, 2018",0,8,75206411,49,8,11,10,6,92534,32652,44100,"August 1st, 2016","September 30th, 2015",76960,20643,94797,56809,31872,1,61709,BMKKQ,YVOZQ,UGFFY,JYLDP,QTDZQ,DGPOV,YWZHC,RSEZC,HOQDK,ORHIY,OFUZI,XEEYB,NFMFT,BRHJM,NRDLK,6,JSVRZ,PXXXI,EGGBM,QSHZK,VHXDZ,UCQNC,ZMADX,JDKBA,NHAMT,HEZWY,LULKS,QGBFG,ATNHP,QMQJD,QKUQY,XGRQP,KXADZ,OWUXW,QQISW,CYDRA,JZSBX,YEKFU,HMVZG,JYBUD,GFTQS,ZUZVR,XWUDA,LOXDK,QFCEL,LUQRH,AOCQZ,MCDLN,ZTLHB,LBHBE,OXTTC,PKHYV,BITNK,LUVWD,NOWNM,WVSYZ,GKCOO,YAYCE,HTNGQ,UYBUD,BZNLG,,OKTXP,BDECV,514,LACYS,RQPYU,WUZUU,SAJOH,KJPHY
Myles,75209,27575,"August 18th, 2016",0,9,13309986,40,8,17,45,1,95776,62183,55753,"October 20th, 2018","December 6th, 2018",89841,63454,85538,53660,01227,3,80104,WQPCC,MOQFI,WEZIL,GWMZT,BPQYE,MZTGL,PJQXJ,OVKCE,TIQVC,HCGCK,RZLNU,YEDER,TUWDE,WMKAP,NGZHE,8,VAXFR,OHMOQ,PWTSK,KVQLW,QHTBR,VDRXN,UQJLO,KGFKE,ZGOEU,HSCOA,YTKYY,KRIZA,RUEWP,TAIMI,VDCHB,CFHYT,FTYRS,XYPUJ,ODSOE,VWTTZ,CORVG,NQXKJ,HQYGY,WDQYD,EAZNZ,PUWHU,UAYRS,YCCIP,MZBST,IHUHX,ZKVFZ,DKZKH,GGJRY,SKEMR,UMZGQ,XTDAZ,AWDBB,AJQJC,TGPHV,ZYNAD,AVTUM,QTQBA,NZFMX,HUJFU,HHTRP,violet,SDPYX,BKZUL,166,OUXGV,TTEEI,DDMIK,PDEUO,URPLI
Marsden,76862,87395,"February 7th, 2019",0,6,14542197,44,2,13,46,10,01931,22333,43100,"December 27th, 2019","November 16th, 2018",47799,73774,63672,41888,22214,3,95676,RCDYA,EIFUE,MLNUB,BHAOP,ELIXM,JSSIA,TYBQF,NXXVO,STOPW,JAKHK,HRNMP,FMOCT,REDJO,TJRBH,OKAJP,1,PIQNS,CFRDF,YHIGI,IXBNE,WTCPY,LPQJN,ITUPR,IHBHZ,TULIP,MIYXW,EPVYN,QQLUY,XSFLN,ZQJEY,CFUOB,NXQOH,YQWTQ,BQLXT,DIPZR,ZPBKL,GYWMM,OAAFW,QJKBQ,IHJPR,NXZHL,ECLCN,EUBYO,ZUVGX,MCWNE,NGPWA,ORGSS,ITOMM,KYPQH,RHUFA,AKWPT,BSZOI,UWIOC,BFWPK,TXASE,OGLQN,EHUHD,GYBHZ,LUJKK,SJLCB,WECMQ,,TFDGM,OORFM,364,RUSUU,DQOCX,RYEBD,DUIRB,AARXR
Iola,73986,13193,"March 24th, 2015",1,9,27175670,4,4,17,14,44,77891,10091,09490,"July 11th, 2016","September 27th, 2016",12227,97443,01327,93001,63756,0,84317,WGYYI,CVUAB,FLVAJ,BILCL,AIXVV,EVPQL,DMMYR,NJXPX,PZYLN,GLRBS,OEUSV,JTTPA,YWRSX,SRZQJ,MLEGI,3,JHPPQ,HZQHY,IRPAA,WTHMV,ATIGZ,YQLNR,XLNAZ,APIRN,KDFUC,HMPIG,NXKUF,CUMXS,WVPDM,ALMNH,KOULD,FVIKG,ADTLS,CIOBW,XUMID,DNTDN,PDBAV,STJRJ,GDREY,EODCI,KASEW,GQDIH,SZBLY,SDJGI,XAKTM,UNYCY,CCPMY,NTPIU,BABCE,NPIFV,KBLWC,CZUUQ,KTXIC,GKHFE,QZVUO,IFWML,JGXKP,PJYXO,BAVZO,PLHUA,YQPXI,violet,OKQRT,GTKWG,994,EKHWD,SQQGL,LLLCA,COZBL,DDQWU
Tara,71533,39088,"December 31st, 2015",0,4,54226462,10,8,11,26,33,45222,37453,27689,"June 4th, 2018","August 5th, 2015",88209,27549,62626,15300,62736,6,99500,ZXVPD,UMDAB,NYFLP,MRMIA,XEAFN,OZKPK,HMKIR,WJXIT,JTNFG,EWYEE,XSFDK,ZOGAF,LWOEX,QJTGT,LOQWC,5,QHRKX,YBHBH,GMIPA,LSMPO,AZMBP,INNHO,ETFJN,ONISM,XGTGZ,JYNPX,PKWCM,WLJBA,HRCVZ,DSBTJ,HGNQT,RWRRX,BSDTC,TGPVA,TPCPX,DYLAO,PZQSD,XPLJI,QPIOZ,SDRPP,FWVFL,RPMCD,HFSWD,UTFKF,WNZBY,SRPTH,AMWVW,GCTDP,KHYTG,QVNQJ,BBKGA,RFYRV,OQHOE,DKNZS,AMHVH,BFENI,SHCBQ,WSLJY,YFOUA,NHGQY,LBNTP,orange,VYYNS,OXRPB,771,CPUNE,SCPCD,FRKUB,SNSST,KGNKT
Mufutau,04509,55521,"March 1st, 2015",0,7,08722965,42,9,12,21,40,22513,53233,11640,"August 26th, 2017","May 7th, 2018",15250,90878,16441,66402,06106,6,68509,VFOIF,UVYMT,XUUDN,BOZCS,DNVCC,BSLRR,UYRDR,PTQDM,IJDAW,WSWIP,ELOZF,LDPYM,YUNFG,XXHAQ,FFCAZ,6,AMXFA,YSOJJ,RPNBF,WRJGK,JMSTH,YGPLE,CTREJ,LEZRS,CQMGK,AJWFG,NLDKU,OTSIS,GIWCV,JKXHD,JSSCJ,EIPOK,YRCNG,FKVRE,LTWRI,ECWRI,SHSSP,NLDHB,CBXXL,RSRJK,WQEFG,AWKMZ,FAEAS,SCIWE,YCKOX,OGTTJ,NVIKE,WHVVX,WOFLR,KIHDO,CRDEE,RFVIR,HRURZ,URWFB,PVADG,DZVPG,HMOSX,AEELH,AUFRY,MHRZS,HQFBN,test,CZEHA,RADAY,983,RIODO,GJYEE,UPNSZ,MCHLX,LTXLV
Chava,13050,02383,"August 24th, 2018",1,8,68520393,25,9,14,30,15,81520,94109,75822,"September 24th, 2018","August 2nd, 2015",48160,46595,53083,09522,19545,3,48040,EWWYH,ZUPZZ,KJIKB,TBYZI,DRSMN,LWNOR,HYCQT,TOCJQ,WNLFV,LFZFS,PHHQZ,FEAVK,LGPUE,FELGT,ERQIA,2,UCFOG,AWOFM,BLYPM,GVSSG,CAPPU,BKGWM,QZIWJ,WJWBP,CCVZS,HSKWH,WJFFG,MHYUU,VIKUU,RCADJ,FTYAJ,BQKPL,SKYUK,ROVKM,OARNI,IFNKM,XZFSJ,XYFTR,AKSDF,DCDCR,TONTP,EZYLW,EGQRZ,LRIIY,XMXZG,PJEQP,XWDQF,BZYQU,NGRLR,VCFRD,EQYHF,STYMW,QVGEX,XSEXJ,DDTUM,VADHN,DIGIZ,JJKSJ,ENHPH,EWSQH,RKAZO,orange,PPBCB,QLEDD,731,MQFNO,TDZGF,SLPYT,HDCMN,RCXJN
Hedley,82584,68450,"July 21st, 2016",0,7,75780107,14,0,13,7,0,68783,82837,63052,"November 6th, 2018","February 26th, 2019",58475,49408,55128,30660,17883,1,02644,XKLDM,PNVPC,YRBSR,ELFWI,IJYWG,ULFZX,LNTFT,GTPAJ,IGYGJ,QMJKH,JSZQG,OAVQY,ADXIB,QFJUR,MLQSP,1,QSXHL,DUKXB,VCRUO,HSQOB,DJLNU,MEHVP,AISVR,TYORR,RAUPF,OHZDQ,MCVVI,UGPZG,EKAFY,ADQEO,GQOIY,VMFBO,RHNKP,UURYO,ZYTNL,IJKJA,RTMTW,CNVYN,JUURC,IFURB,WJRNQ,YDGHA,RXTJK,GLLFI,LNVSS,YJZZO,NBQIR,CRHWA,ZIPBX,SOJFM,EHMES,WIGOJ,XULOP,RIVOW,QWCFP,IBEAX,AHDHK,QWJYA,MKFOX,JJBCP,KBAEQ,,TQZCR,BLGHL,268,NOGSL,IEGDO,TFZYZ,JLKRP,VPWMF
Jada,83989,71880,"April 18th, 2019",1,0,87841713,35,5,15,6,50,52407,93270,69311,"December 24th, 2018","April 3rd, 2015",68570,03865,43965,00196,54851,5,03685,PSHFB,VACYA,HARXM,WCABB,OPSZQ,HDHQW,AMFPV,ETYCS,GBEVJ,XAMGC,CIVHJ,HEWDC,HPEUT,GZLHM,RHKQZ,8,XGDNH,LGAPL,RGRQO,XAIPS,QLPLQ,UFJJL,AIFYP,JXLUZ,GXTUF,RPAAP,EOWXX,UQPJX,QHGRK,WPKTE,ZSRGG,GPRWL,NERLE,PGSZB,COJFE,YQXTP,LBVKM,PLCWF,WEMYT,YSGPO,XLAWS,FMHPB,OMRYL,MVJBN,FCMNE,MCOTY,JVPOM,AOUEX,HJLDN,AIYQF,GJSVN,UJKYO,YZPKR,LVBCL,DQVNT,YBFNT,WVDZB,LRRMY,OQXRN,IIRPC,JZHEX,,VTLZK,DUCMI,633,CRVVW,BTAYM,QMBUO,IYRRJ,FJZIZ
Xanthus,32271,50991,"November 6th, 2017",1,0,83582459,27,2,16,41,43,40518,67355,79289,"May 9th, 2019","March 30th, 2018",94530,35471,59404,54519,79356,9,02961,SSERH,YJCJC,DSIKH,VHKXJ,EJVMA,YIWTZ,UQFLJ,EEADB,TFBLT,DEQWD,DSYNL,JXFYN,ERVBG,DRSFP,PHYGM,7,JDLXT,WEWVM,LNZXM,SBKXU,VAGRD,ESOUW,NATKJ,DRLLJ,JBBHN,MDCNV,JNCVQ,LOLRP,QHKFD,JRXPM,VRDRR,UJKGG,PGPXN,DVVKY,IHWRK,PXGBC,PYPYF,OTIEG,CIHBO,UYKPT,WMYHC,BQNXI,WYLLL,MAOGW,MDOUN,FJQPM,SCTDV,JTODT,LTPFG,YUPFG,TZCGN,WGJLE,PBVNO,TNYXB,QKBFN,KLZBO,ESQKW,NFUHJ,PCGYH,QVRJX,VYGWZ,orange,WPDMM,ZRRKI,033,HKJLE,MEWOP,XPBHI,EPJTF,NEOQV
Walter,88686,12296,"November 9th, 2016",1,5,37174322,3,3,10,25,37,13534,86025,36431,"December 19th, 2018","September 17th, 2015",21942,04327,89334,90337,79907,4,41755,YMRZF,MJWFH,VQTPD,ACIDY,BSVEH,ZMUGK,PQCOP,PHLUS,LFDAV,NTRRU,MBBAQ,EUKUZ,PNXIW,SJFJL,CQRYB,9,TMUFS,CDGJJ,RKJUS,CBMMF,OISHE,GBWGS,VZGUP,QQGJI,ZLDOA,HNTPN,QSXKS,KYNGS,CNKXX,YRJPO,IDRBM,FKHPG,HTCVE,NPGXV,MDIUY,QOXEV,OHOIV,OOZZF,HMMIH,HFTHZ,FPLYS,TUPDB,QRHWB,HHEUK,EWQLS,HNVOP,MQGNW,XQSBK,TEILG,JYWBC,NLFIL,PLCEN,DMIJE,QLGRZ,QHAEY,NNXHG,LFJGG,YLSHO,NNDPG,ZZJPR,JHYYI,,HJUMN,KHQLF,826,MIFRN,SJYZC,LLWGC,LYEMZ,EWVDS
Adrienne,14595,09039,"October 11th, 2019",0,8,14047753,19,4,11,38,12,55083,51744,04262,"December 1st, 2019","June 8th, 2015",51587,38108,81272,31652,50155,5,73450,WEIIM,XWKRO,VUETM,IACTX,BANXU,CFOGU,YOVGW,IIZSM,FYHMI,ZXIAF,QFCQP,KQVAS,NHMUG,VTSEA,HOEAA,7,LULYH,BDWDQ,DOIPI,KCWIL,WDTKD,QOECC,URMKV,VOXJK,LMPZI,JQVKT,LYWCS,OYZTJ,XXMAA,GOJFA,NDXEP,ZBPWN,MCBEK,FKKYP,IVBUL,FYPEU,EJHWL,XJIIN,ANAQN,OJALG,DVJNN,RHWOG,NKKFP,AFIGM,FSLED,BININ,ONVXD,VBGBP,UVTEI,BUNLJ,VMHCO,WVAQT,RDBMW,CDQNK,CJBWB,UOJWX,EFSJR,AKSRZ,XRBFO,CFDZC,IBHSC,,TKDLX,OYAJB,113,PNJMH,FHGMW,NMVAU,UWTFR,VCUEK
India,18699,84736,"August 10th, 2017",1,2,25213051,44,3,17,12,44,75623,61379,72639,"September 7th, 2017","April 12th, 2015",97044,52550,06768,91214,57991,4,29007,OSFCX,KYETH,IXTGU,DCHMJ,TMNHZ,GVJRD,OQYZY,QITNV,QQMWU,XCJNC,UGYPZ,UETIH,HFTNT,BTXFU,GNVNI,3,GUUGS,EEFYB,ZDNHH,HUYAA,QJEDQ,IYPMX,FMAKX,SHBOU,KNMRF,IVPMB,TBQUC,ZBIIQ,UDGVU,MLULJ,VFDTD,CPHDB,IBOJA,MOUMK,DNDEL,QMEZX,ONMQX,PXCSL,HBITU,FIUBZ,VMKLW,IFJEJ,FUOOX,VXCRG,IZGBT,VMLEN,SVYLP,NDFPH,AKYLU,HFWNW,KNEUM,DBYVP,QIHBH,OZMSS,ZWFWG,JPJZS,OQCGR,HZZFX,IOEPD,LTCIO,XTOHJ,test,IHHCR,FEYJW,220,PXSNR,CZLTI,SMHCY,JETNM,QKZUQ
Blake,12360,39659,"October 15th, 2018",0,6,06956775,45,6,10,50,4,56203,86839,13412,"September 9th, 2015","November 4th, 2018",66667,69558,75399,84976,64456,4,98200,QHSVR,CWHEA,CBQTN,UWYAI,BAJZN,HUICM,EQOKS,TCFTB,SMFUC,AXXQR,VQVXT,FTFHD,HZLQH,YTLEI,QOPSW,6,GWLYX,OVRMZ,UZHBB,FJUOH,ZYFEK,RCRAU,BWWND,EOYXO,LKHQQ,RXKHN,POUZM,QSSYS,IPGEM,MUPXH,MPDDH,QRLVV,ZDAHV,PWBES,JNKWN,UGFZJ,QNRES,OQCEF,RJYAO,IPEND,FOOUT,SUFAT,FZRFT,ZFSNK,CUEAF,RRVDP,BRSRI,SJGMM,CWZAP,RXHTT,YLPZS,YQIGF,QUNCY,CZQTX,BYSCB,BPKZG,YZFUD,JBNZJ,XCFCT,RZRXG,VQNXU,violet,CHIBZ,ZWQTE,528,AUYSY,UKAWR,EPJPQ,RNYDJ,LBCEV
Wyatt,44373,54266,"March 28th, 2016",1,2,94016809,4,10,15,40,18,84396,00406,97124,"February 12th, 2017","February 9th, 2016",34879,43313,23152,77582,56338,0,86390,OMXAM,SNOBA,ZBQGO,RAMMO,FNBRT,GOABD,HFWHY,RWNBA,EGSED,YTXLY,BEEGK,ZYYXD,YOCQC,LQJDK,SAOVL,6,CFVYF,OVXRY,YELMM,EGWHA,BRSTT,UPMSA,LVNMY,EZYYJ,DIDIZ,JGIYS,GEDYF,ZIJNW,LUXUZ,LULTS,ECCPI,TACQL,HDHVJ,GOJPK,LIELD,PIGZE,PUJRB,AWUNU,JCCHO,OUHLU,OAHSJ,EQHYU,NPEUR,IZGXO,XFAUP,QDFJU,VZRIZ,ZRHYP,QXFVF,XTKAN,LNHSW,WDCTH,ZNFCA,EFZDF,DINFG,RBRBU,ORUFM,BBMTP,JLTNT,GCBZM,ZDQCM,,MIVNW,OBZEC,573,AHUPZ,LPNDD,UNCHN,GWQNO,CQRYV
